BTC,Bitcoin
ETH,Ethereum
USDT,Tether
USDC,USD Coin
BNB,BNB
XRP,XRP
ADA,Cardano
BUSD,Binance USD
SOL,Solana
DOGE,Dogecoin
DOT,Polkadot
WBTC,Wrapped Bitcoin
TRX,TRON
AVAX,Avalanche
DAI,Dai
SHIB,SHIBA INU
LEO,UNUS SED LEO
MATIC,Polygon
CRO,Cronos
LTC,Litecoin
NEAR,NEAR Protocol
XLM,Stellar
UNI,Uniswap
BCH,Bitcoin Cash
FTT,FTX Token
XMR,Monero
LINK,Chainlink
BTCB,Bitcoin BEP2
ETC,Ethereum Classic
ALGO,Algorand
ATOM,Cosmos
FLOW,Flow
VET,VeChain
HBAR,Hedera
MANA,Decentraland
APE,ApeCoin
ICP,Internet Computer
XTZ,Tezos
EGLD,Elrond
KCS,KuCoin Token
SAND,The Sandbox
FIL,Filecoin
AAVE,Aave
ZEC,Zcash
TUSD,TrueUSD
AXS,Axie Infinity
EOS,EOS
THETA,Theta Network
MKR,Maker
KLAY,Klaytn
HNT,Helium
BTTOLD,BitTorrent
GRT,The Graph
HT,Huobi Token
BSV,Bitcoin SV
BTT,BitTorrent (New)
RUNE,THORChain
MIOTA,IOTA
USDP,Pax Dollar
XEC,eCash
WAVES,Waves
FTM,Fantom
USDN,Neutrino USD
NEO,Neo
QNT,Quant
CHZ,Chiliz
CAKE,PancakeSwap
STX,Stacks
OKB,OKB
LRC,Loopring
USDD,USDD
NEXO,Nexo
ZIL,Zilliqa
DASH,Dash
PAXG,PAX Gold
CRV,Curve DAO Token
KSM,Kusama
GMT,STEPN
BAT,Basic Attention Token
CELO,Celo
ENJ,Enjin Coin
LUNC,Terra Classic
CVX,Convex Finance
GALA,Gala
KAVA,Kava.io
ONE,Harmony
DCR,Decred
GNO,Gnosis
AMP,Amp
XDC,XDC Network
XEM,NEM
HOT,Holo
WEMIX,WEMIX
MINA,Mina
FEI,Fei USD
GT,GateToken
AR,Arweave
1INCH,1inch
COMP,Compound
QTUM,Qtum
